Pin  | Pinout file pin name                 | Schematics pin name                  | Schematics net name                  | Schematics net name with index      
BL37 | LVDS2A_11p                           | IO22                                 | NC                                   | NC                                  
BK37 | LVDS2A_12n                           | IO23                                 | NC                                   | NC                                  
BJ37 | LVDS2A_12p                           | IO24                                 | NC                                   | NC                                  
BE37 | LVDS2A_13n                           | IO25                                 | NC                                   | NC                                  
BD37 | LVDS2A_13p                           | IO26                                 | NC                                   | NC                                  
BF37 | LVDS2A_14n                           | IO27                                 | NC                                   | NC                                  
BG37 | LVDS2A_14p                           | IO28                                 | NC                                   | NC                                  
AY37 | LVDS2A_15n                           | IO29                                 | NC                                   | NC                                  
AW37 | LVDS2A_15p                           | IO30                                 | NC                                   | NC                                  
BB37 | LVDS2A_16n                           | IO31                                 | NC                                   | NC                                  
BA37 | LVDS2A_16p                           | IO32                                 | NC                                   | NC                                  
BB36 | LVDS2A_17n                           | IO33                                 | NC                                   | NC                                  
BC36 | LVDS2A_17p                           | IO34                                 | NC                                   | NC                                  
AW36 | LVDS2A_18n                           | IO35                                 | NC                                   | NC                                  
AY36 | LVDS2A_18p                           | IO36                                 | NC                                   | NC                                  
BH36 | LVDS2A_19n                           | IO37                                 | NC                                   | NC                                  
BG36 | LVDS2A_19p                           | IO38                                 | NC                                   | NC                                  
BE36 | LVDS2A_20n                           | IO39                                 | NC                                   | NC                                  
BD36 | LVDS2A_20p                           | IO40                                 | NC                                   | NC                                  
BF35 | LVDS2A_21n                           | IO41                                 | NC                                   | NC                                  
BE35 | LVDS2A_21p                           | IO42                                 | NC                                   | NC                                  
BK36 | LVDS2A_22n                           | IO43                                 | NC                                   | NC                                  
BJ36 | LVDS2A_22p                           | IO44                                 | NC                                   | NC                                  
AY35 | LVDS2A_23n                           | IO45                                 | NC                                   | NC                                  
BA35 | LVDS2A_23p                           | IO46                                 | NC                                   | NC                                  
BB35 | LVDS2A_24n                           | IO47                                 | NC                                   | NC                                  
BC35 | LVDS2A_24p                           | IO48                                 | NC                                   | NC                                  
M20  | LVDS3L_1n                            | IO1                                  | NC                                   | NC                                  
N20  | LVDS3L_1p                            | IO2                                  | NC                                   | NC                                  
P19  | LVDS3L_2n                            | IO3                                  | NC                                   | NC                                  
N19  | LVDS3L_2p                            | IO4                                  | NC                                   | NC                                  
K21  | LVDS3L_3n                            | IO5                                  | NC                                   | NC                                  
J21  | LVDS3L_3p                            | IO6                                  | NC                                   | NC                                  
K20  | LVDS3L_4n                            | IO7                                  | NC                                   | NC                                  
L20  | LVDS3L_4p                            | IO8                                  | NC                                   | NC                                  
J22  | LVDS3L_5n                            | IO9                                  | NC                                   | NC                                  
K22  | LVDS3L_5p                            | IO10                                 | NC                                   | NC                                  
J23  | LVDS3L_6n                            | IO11                                 | NC                                   | NC                                  
H23  | LVDS3L_6p                            | IO12                                 | NC                                   | NC                                  
G22  | LVDS3L_7n                            | IO13                                 | NC                                   | NC                                  
F22  | LVDS3L_7p                            | IO14                                 | NC                                   | NC                                  
F23  | LVDS3L_8n                            | IO15                                 | NC                                   | NC                                  
G23  | LVDS3L_8p                            | IO16                                 | NC                                   | NC                                  
C23  | LVDS3L_9n                            | IO17                                 | NC                                   | NC                                  
D23  | LVDS3L_9p                            | IO18                                 | NC                                   | NC                                  
B21  | LVDS3L_10n                           | IO19                                 | NC                                   | NC                                  
B22  | LVDS3L_10p                           | IO20                                 | NC                                   | NC                                  
A22  | LVDS3L_11n                           | IO21                                 | NC                                   | NC                                  
A23  | LVDS3L_11p                           | IO22                                 | NC                                   | NC                                  
B23  | LVDS3L_12n                           | IO23                                 | MX_TEST_CLK_IN0_N                    | MX_TEST_CLK_IN0_N                   
A24  | LVDS3L_12p                           | IO24                                 | MX_TEST_CLK_IN0_P                    | MX_TEST_CLK_IN0_P                   
A25  | LVDS3L_13n                           | IO25                                 | NC                                   | NC                                  
B25  | LVDS3L_13p                           | IO26                                 | LINK_MAX10_MX_CLK                    | LINK_MAX10_MX_CLK                   
H24  | LVDS3L_14n                           | IO27                                 | LINK_MAX10_MX_DATA                   | LINK_MAX10_MX_DATA                  
J24  | LVDS3L_14p                           | IO28                                 | LINK_MAX10_MX_VALID                  | LINK_MAX10_MX_VALID                 
F24  | LVDS3L_15n                           | IO29                                 | NC                                   | NC                                  
E24  | LVDS3L_15p                           | IO30                                 | LINK_MX_MAX10_CLK                    | LINK_MX_MAX10_CLK                   
C24  | LVDS3L_16n                           | IO31                                 | LINK_MX_MAX10_VALID                  | LINK_MX_MAX10_VALID                 
D24  | LVDS3L_16p                           | IO32                                 | LINK_MX_MAX10_DATA                   | LINK_MX_MAX10_DATA                  
H25  | LVDS3L_17n                           | IO33                                 | NC                                   | NC                                  
G25  | LVDS3L_17p                           | IO34                                 | NC                                   | NC                                  
E25  | LVDS3L_18n                           | IO35                                 | NC                                   | NC                                  
F25  | LVDS3L_18p                           | IO36                                 | NC                                   | NC                                  
G26  | LVDS3L_19n                           | IO37                                 | NC                                   | NC                                  
G27  | LVDS3L_19p                           | IO38                                 | NC                                   | NC                                  
H26  | LVDS3L_20n                           | IO39                                 | NC                                   | NC                                  
J26  | LVDS3L_20p                           | IO40                                 | NC                                   | NC                                  
E26  | LVDS3L_21n                           | IO41                                 | NC                                   | NC                                  
D26  | LVDS3L_21p                           | IO42                                 | NC                                   | NC                                  
E27  | LVDS3L_22n                           | IO43                                 | NC                                   | NC                                  
F27  | LVDS3L_22p                           | IO44                                 | NC                                   | NC                                  
B26  | LVDS3L_23n                           | IO45                                 | NC                                   | NC                                  
B27  | LVDS3L_23p                           | IO46                                 | NC                                   | NC                                  
C25  | LVDS3L_24n                           | IO47                                 | NC                                   | NC                                  
C26  | LVDS3L_24p                           | IO48                                 | NC                                   | NC                                  
E22  | LVDS3K_1n                            | IO1                                  | NC                                   | NC                                  
D22  | LVDS3K_1p                            | IO2                                  | NC                                   | NC                                  
E21  | LVDS3K_2n                            | IO3                                  | NC                                   | NC                                  
D21  | LVDS3K_2p                            | IO4                                  | NC                                   | NC                                  
C21  | LVDS3K_3n                            | IO5                                  | NC                                   | NC                                  
C20  | LVDS3K_3p                            | IO6                                  | NC                                   | NC                                  
G21  | LVDS3K_4n                            | IO7                                  | NC                                   | NC                                  
H21  | LVDS3K_4p                            | IO8                                  | NC                                   | NC                                  
H20  | LVDS3K_5n                            | IO9                                  | NC                                   | NC                                  
G20  | LVDS3K_5p                            | IO10                                 | NC                                   | NC                                  
F20  | LVDS3K_6n                            | IO11                                 | NC                                   | NC                                  
E20  | LVDS3K_6p                            | IO12                                 | NC                                   | NC                                  
A19  | LVDS3K_7n                            | IO13                                 | NC                                   | NC                                  
A18  | LVDS3K_7p                            | IO14                                 | NC                                   | NC                                  
B20  | LVDS3K_8n                            | IO15                                 | NC                                   | NC                                  
A20  | LVDS3K_8p                            | IO16                                 | NC                                   | NC                                  
D19  | LVDS3K_9n                            | IO17                                 | NC                                   | NC                                  
C19  | LVDS3K_9p                            | IO18                                 | NC                                   | NC                                  
F19  | LVDS3K_10n                           | IO19                                 | NC                                   | NC                                  
E19  | LVDS3K_10p                           | IO20                                 | NC                                   | NC                                  
A17  | LVDS3K_11n                           | IO21                                 | NC                                   | NC                                  
B17  | LVDS3K_11p                           | IO22                                 | NC                                   | NC                                  
C18  | LVDS3K_12n                           | IO23                                 | NC                                   | NC                                  
B18  | LVDS3K_12p                           | IO24                                 | NC                                   | NC                                  
D18  | LVDS3K_13n                           | IO25                                 | NC                                   | NC                                  
D17  | LVDS3K_13p                           | IO26                                 | NC                                   | NC                                  
E16  | LVDS3K_14n                           | IO27                                 | NC                                   | NC                                  
E17  | LVDS3K_14p                           | IO28                                 | NC                                   | NC                                  
F17  | LVDS3K_15n                           | IO29                                 | NC                                   | NC                                  
G17  | LVDS3K_15p                           | IO30                                 | NC                                   | NC                                  
F18  | LVDS3K_16n                           | IO31                                 | NC                                   | NC                                  
G18  | LVDS3K_16p                           | IO32                                 | NC                                   | NC                                  
K19  | LVDS3K_17n                           | IO33                                 | NC                                   | NC                                  
L19  | LVDS3K_17p                           | IO34                                 | NC                                   | NC                                  
H19  | LVDS3K_18n                           | IO35                                 | NC                                   | NC                                  
J19  | LVDS3K_18p                           | IO36                                 | NC                                   | NC                                  
H18  | LVDS3K_19n                           | IO37                                 | NC                                   | NC                                  
J18  | LVDS3K_19p                           | IO38                                 | NC                                   | NC                                  
J17  | LVDS3K_20n                           | IO39                                 | NC                                   | NC                                  
K17  | LVDS3K_20p                           | IO40                                 | NC                                   | NC                                  
L17  | LVDS3K_21n                           | IO41                                 | NC                                   | NC                                  
M17  | LVDS3K_21p                           | IO42                                 | NC                                   | NC                                  
L18  | LVDS3K_22n                           | IO43                                 | NC                                   | NC                                  
M18  | LVDS3K_22p                           | IO44                                 | NC                                   | NC                                  
N18  | LVDS3K_23n                           | IO45                                 | NC                                   | NC                                  
P18  | LVDS3K_23p                           | IO46                                 | NC                                   | NC                                  
P17  | LVDS3K_24n                           | IO47                                 | NC                                   | NC                                  
R17  | LVDS3K_24p                           | IO48                                 | NC                                   | NC                                  
D16  | LVDS3J_1n                            | IO1                                  | NC                                   | NC                                  
C16  | LVDS3J_1p                            | IO2                                  | NC                                   | NC                                  
B16  | LVDS3J_2n                            | IO3                                  | NC                                   | NC                                  
B15  | LVDS3J_2p                            | IO4                                  | NC                                   | NC                                  
C15  | LVDS3J_3n                            | IO5                                  | NC                                   | NC                                  
C14  | LVDS3J_3p                            | IO6                                  | NC                                   | NC                                  
A15  | LVDS3J_4n                            | IO7                                  | NC                                   | NC                                  
A14  | LVDS3J_4p                            | IO8                                  | NC                                   | NC                                  
F15  | LVDS3J_5n                            | IO9                                  | LVDS_DATA_TEST_FROM_MX_TO_RTM_N      | LVDS_DATA_TEST_FROM_MX_TO_RTM_N     
E15  | LVDS3J_5p                            | IO10                                 | LVDS_DATA_TEST_FROM_MX_TO_RTM_P      | LVDS_DATA_TEST_FROM_MX_TO_RTM_P     
G15  | LVDS3J_6n                            | IO11                                 | NC                                   | NC                                  
H15  | LVDS3J_6p                            | IO12                                 | NC                                   | NC                                  
H16  | LVDS3J_7n                            | IO13                                 | NC                                   | NC                                  
G16  | LVDS3J_7p                            | IO14                                 | NC                                   | NC                                  
K16  | LVDS3J_8n                            | IO15                                 | LVDS_DATA_TEST_FROM_RTM_TO_MX_N      | LVDS_DATA_TEST_FROM_RTM_TO_MX_N     
J16  | LVDS3J_8p                            | IO16                                 | LVDS_DATA_TEST_FROM_RTM_TO_MX_P      | LVDS_DATA_TEST_FROM_RTM_TO_MX_P     
K15  | LVDS3J_9n                            | IO17                                 | NC                                   | NC                                  
L15  | LVDS3J_9p                            | IO18                                 | NC                                   | NC                                  
N15  | LVDS3J_10n                           | IO19                                 | MX_PLL_LEMO_OUT_N                    | MX_PLL_LEMO_OUT_N                   
M15  | LVDS3J_10p                           | IO20                                 | MX_PLL_LEMO_OUT_P                    | MX_PLL_LEMO_OUT_P                   
N16  | LVDS3J_11n                           | IO21                                 | NC                                   | NC                                  
M16  | LVDS3J_11p                           | IO22                                 | NC                                   | NC                                  
R16  | LVDS3J_12n                           | IO23                                 | MX_TEST_CLK_IN1_N                    | MX_TEST_CLK_IN1_N                   
P16  | LVDS3J_12p                           | IO24                                 | MX_TEST_CLK_IN1_P                    | MX_TEST_CLK_IN1_P                   
A12  | LVDS3J_13n                           | IO25                                 | LVDS_CLOCK_TEST_FROM_RTM_MX_AC_N     | LVDS_CLOCK_TEST_FROM_RTM_MX_AC_N    
A13  | LVDS3J_13p                           | IO26                                 | LVDS_CLOCK_TEST_FROM_RTM_MX_AC_P     | LVDS_CLOCK_TEST_FROM_RTM_MX_AC_P    
E14  | LVDS3J_14n                           | IO27                                 | NC                                   | NC                                  
D14  | LVDS3J_14p                           | IO28                                 | MX_RX_G2_F01_PRESENTL                | MX_RX_G2_F01_PRESENTL               
C13  | LVDS3J_15n                           | IO29                                 | LVDS_CLOCK_TEST_FROM_MX_TO_RTM_N     | LVDS_CLOCK_TEST_FROM_MX_TO_RTM_N    
B13  | LVDS3J_15p                           | IO30                                 | LVDS_CLOCK_TEST_FROM_MX_TO_RTM_P     | LVDS_CLOCK_TEST_FROM_MX_TO_RTM_P    
B11  | LVDS3J_16n                           | IO31                                 | MX_RESET_N                           | MX_RESET_N                          
B12  | LVDS3J_16p                           | IO32                                 | NC                                   | NC                                  
E12  | LVDS3J_17n                           | IO33                                 | MX_RX_G2_F02_SELECTL                 | MX_RX_G2_F02_SELECTL                
F12  | LVDS3J_17p                           | IO34                                 | MX_RX_G2_F02_INTL                    | MX_RX_G2_F02_INTL                   
D12  | LVDS3J_18n                           | IO35                                 | MX_RX_G2_F02_PRESENTL                | MX_RX_G2_F02_PRESENTL               
D13  | LVDS3J_18p                           | IO36                                 | MX_RX_G2_F01_INTL                    | MX_RX_G2_F01_INTL                   
H14  | LVDS3J_19n                           | IO37                                 | MX_RX_G1_F02_PRESENTL                | MX_RX_G1_F02_PRESENTL               
J14  | LVDS3J_19p                           | IO38                                 | MX_RX_G1_F02_SELECTL                 | MX_RX_G1_F02_SELECTL                
F14  | LVDS3J_20n                           | IO39                                 | MX_RX_G2_F01_SELECTL                 | MX_RX_G2_F01_SELECTL                
F13  | LVDS3J_20p                           | IO40                                 | MX_RX_G2_F01_RESETL                  | MX_RX_G2_F01_RESETL                 
N14  | LVDS3J_21n                           | IO41                                 | MX_TX_G1_F02_PRESENTL                | MX_TX_G1_F02_PRESENTL               
P14  | LVDS3J_21p                           | IO42                                 | MX_TX_G1_F02_SELECTL                 | MX_TX_G1_F02_SELECTL                
K14  | LVDS3J_22n                           | IO43                                 | MX_RX_G1_F02_INTL                    | MX_RX_G1_F02_INTL                   
L14  | LVDS3J_22p                           | IO44                                 | MX_RX_G1_F02_RESETL                  | MX_RX_G1_F02_RESETL                 
R15  | LVDS3J_23n                           | IO45                                 | NC                                   | NC                                  
T15  | LVDS3J_23p                           | IO46                                 | NC                                   | NC                                  
T14  | LVDS3J_24n                           | IO47                                 | MX_TX_G1_F02_RESETL                  | MX_TX_G1_F02_RESETL                 
R14  | LVDS3J_24p                           | IO48                                 | MX_TX_G1_F02_INTL                    | MX_TX_G1_F02_INTL                   
A10  | LVDS3I_1n                            | IO1                                  | MX_RX_G1_F01_SELECTL                 | MX_RX_G1_F01_SELECTL                
A9   | LVDS3I_1p                            | IO2                                  | MX_RX_G1_F01_PRESENTL                | MX_RX_G1_F01_PRESENTL               
B10  | LVDS3I_2n                            | IO3                                  | MX_RX_G1_F01_INTL                    | MX_RX_G1_F01_INTL                   
C10  | LVDS3I_2p                            | IO4                                  | MX_RX_G1_F01_RESETL                  | MX_RX_G1_F01_RESETL                 
D11  | LVDS3I_3n                            | IO5                                  | NC                                   | NC                                  
C11  | LVDS3I_3p                            | IO6                                  | NC                                   | NC                                  
E11  | LVDS3I_4n                            | IO7                                  | NC                                   | NC                                  
E10  | LVDS3I_4p                            | IO8                                  | MX_TX_G1_F01_PRESENTL                | MX_TX_G1_F01_PRESENTL               
G10  | LVDS3I_5n                            | IO9                                  | MX_TX_G1_F01_INTL                    | MX_TX_G1_F01_INTL                   
F10  | LVDS3I_5p                            | IO10                                 | MX_TX_G1_F01_SELECTL                 | MX_TX_G1_F01_SELECTL                
H11  | LVDS3I_6n                            | IO11                                 | NC                                   | NC                                  
H10  | LVDS3I_6p                            | IO12                                 | MX_TX_G1_F01_RESETL                  | MX_TX_G1_F01_RESETL                 
G12  | LVDS3I_7n                            | IO13                                 | MX_RX_G2_F02_RESETL                  | MX_RX_G2_F02_RESETL                 
G11  | LVDS3I_7p                            | IO14                                 | MX_LS12_FPGA_OE                      | MX_LS12_FPGA_OE                     
J13  | LVDS3I_8n                            | IO15                                 | NC                                   | NC                                  
H13  | LVDS3I_8p                            | IO16                                 | MX_LS01_FPGA_OE                      | MX_LS01_FPGA_OE                     
V13  | LVDS3I_9n                            | IO17                                 | MX_LS05_FPGA_OE                      | MX_LS05_FPGA_OE                     
V14  | LVDS3I_9p                            | IO18                                 | MX_LS06_FPGA_OE                      | MX_LS06_FPGA_OE                     
M13  | LVDS3I_10n                           | IO19                                 | NC                                   | NC                                  
L13  | LVDS3I_10p                           | IO20                                 | NC                                   | NC                                  
P13  | LVDS3I_11n                           | IO21                                 | MX_LS10_FPGA_OE                      | MX_LS10_FPGA_OE                     
N13  | LVDS3I_11p                           | IO22                                 | MX_LS02_FPGA_OE                      | MX_LS02_FPGA_OE                     
T13  | LVDS3I_12n                           | IO23                                 | INPUT_CLK_TO_MX_LEFT_N               | INPUT_CLK_TO_MX_LEFT_N              
U13  | LVDS3I_12p                           | IO24                                 | INPUT_CLK_TO_MX_LEFT_P               | INPUT_CLK_TO_MX_LEFT_P              
AU13 | LVDS3C_13n                           | IO25                                 | NC                                   | NC                                  
AT13 | LVDS3C_13p                           | IO26                                 | NC                                   | NC                                  
AT14 | LVDS3C_14n                           | IO27                                 | MX_LS09_FPGA_OE                      | MX_LS09_FPGA_OE                     
AR14 | LVDS3C_14p                           | IO28                                 | MX_LS03_FPGA_OE                      | MX_LS03_FPGA_OE                     
BB13 | LVDS3C_15n                           | IO29                                 | NC                                   | NC                                  
BA13 | LVDS3C_15p                           | IO30                                 | NC                                   | NC                                  
AV13 | LVDS3C_16n                           | IO31                                 | MX_LS04_FPGA_OE                      | MX_LS04_FPGA_OE                     
AW13 | LVDS3C_16p                           | IO32                                 | MX_LS11_FPGA_OE                      | MX_LS11_FPGA_OE                     
BD13 | LVDS3C_17n                           | IO33                                 | MX_LS08_FPGA_OE                      | MX_LS08_FPGA_OE                     
BC13 | LVDS3C_17p                           | IO34                                 | MX_LS07_FPGA_OE                      | MX_LS07_FPGA_OE                     
BB12 | LVDS3C_18n                           | IO35                                 | NC                                   | NC                                  
BC11 | LVDS3C_18p                           | IO36                                 | MX_RX_G1_F04_PRESENTL                | MX_RX_G1_F04_PRESENTL               
BD11 | LVDS3C_19n                           | IO37                                 | MX_RX_G1_F04_SELECTL                 | MX_RX_G1_F04_SELECTL                
BE11 | LVDS3C_19p                           | IO38                                 | MX_RX_G1_F04_INTL                    | MX_RX_G1_F04_INTL                   
BE12 | LVDS3C_20n                           | IO39                                 | NC                                   | NC                                  
BD12 | LVDS3C_20p                           | IO40                                 | NC                                   | NC                                  
BG12 | LVDS3C_21n                           | IO41                                 | MX_RX_G2_F03_PRESENTL                | MX_RX_G2_F03_PRESENTL               
BF12 | LVDS3C_21p                           | IO42                                 | MX_RX_G1_F04_RESETL                  | MX_RX_G1_F04_RESETL                 
BG11 | LVDS3C_22n                           | IO43                                 | MX_TX_G1_F04_PRESENTL                | MX_TX_G1_F04_PRESENTL               
BH11 | LVDS3C_22p                           | IO44                                 | MX_TX_G1_F04_SELECTL                 | MX_TX_G1_F04_SELECTL                
BK11 | LVDS3C_23n                           | IO45                                 | MX_TX_G1_F04_RESETL                  | MX_TX_G1_F04_RESETL                 
BJ11 | LVDS3C_23p                           | IO46                                 | MX_TX_G1_F04_INTL                    | MX_TX_G1_F04_INTL                   
BL12 | LVDS3C_24n                           | IO47                                 | MX_RX_G2_F03_RESETL                  | MX_RX_G2_F03_RESETL                 
BK12 | LVDS3C_24p                           | IO48                                 | MX_RX_G2_F03_INTL                    | MX_RX_G2_F03_INTL                   
AR15 | LVDS3B_1n                            | IO1                                  | MX_RX_G1_F03_PRESENTL                | MX_RX_G1_F03_PRESENTL               
AT15 | LVDS3B_1p                            | IO2                                  | MX_RX_G1_F03_SELECTL                 | MX_RX_G1_F03_SELECTL                
AU15 | LVDS3B_2n                            | IO3                                  | MX_RX_G1_F03_INTL                    | MX_RX_G1_F03_INTL                   
AV15 | LVDS3B_2p                            | IO4                                  | MX_RX_G1_F03_RESETL                  | MX_RX_G1_F03_RESETL                 
AV14 | LVDS3B_3n                            | IO5                                  | MX_GP_TEST_IN                        | MX_GP_TEST_IN                       
AW14 | LVDS3B_3p                            | IO6                                  | NC                                   | NC                                  
BA14 | LVDS3B_4n                            | IO7                                  | NC                                   | NC                                  
AY14 | LVDS3B_4p                            | IO8                                  | NC                                   | NC                                  
BA15 | LVDS3B_5n                            | IO9                                  | MX_TX_G1_F03_SELECTL                 | MX_TX_G1_F03_SELECTL                
BB15 | LVDS3B_5p                            | IO10                                 | MX_TX_G1_F03_INTL                    | MX_TX_G1_F03_INTL                   
BC15 | LVDS3B_6n                            | IO11                                 | MX_TX_G1_F03_RESETL                  | MX_TX_G1_F03_RESETL                 
BC14 | LVDS3B_6p                            | IO12                                 | NC                                   | NC                                  
BD14 | LVDS3B_7n                            | IO13                                 | NC                                   | NC                                  
BE14 | LVDS3B_7p                            | IO14                                 | NC                                   | NC                                  
BF13 | LVDS3B_8n                            | IO15                                 | NC                                   | NC                                  
BF14 | LVDS3B_8p                            | IO16                                 | NC                                   | NC                                  
BG13 | LVDS3B_9n                            | IO17                                 | MX_RX_G2_F04_PRESENTL                | MX_RX_G2_F04_PRESENTL               
BH13 | LVDS3B_9p                            | IO18                                 | MX_RX_G2_F04_SELECTL                 | MX_RX_G2_F04_SELECTL                
BJ12 | LVDS3B_10n                           | IO19                                 | MX_RX_G2_F03_SELECTL                 | MX_RX_G2_F03_SELECTL                
BJ13 | LVDS3B_10p                           | IO20                                 | MX_RX_G2_F04_INTL                    | MX_RX_G2_F04_INTL                   
BK14 | LVDS3B_11n                           | IO21                                 | NC                                   | NC                                  
BJ14 | LVDS3B_11p                           | IO22                                 | MX_TX_RX_G1_SCL                      | MX_TX_RX_G1_SCL                     
BL13 | LVDS3B_12n                           | IO23                                 | MX_RX_G2_F04_RESETL                  | MX_RX_G2_F04_RESETL                 
BL14 | LVDS3B_12p                           | IO24                                 | NC                                   | NC                                  
AU16 | LVDS3B_13n                           | IO25                                 | INPUT_CLK_TO_MX_RIGHT_N              | INPUT_CLK_TO_MX_RIGHT_N             
AU17 | LVDS3B_13p                           | IO26                                 | INPUT_CLK_TO_MX_RIGHT_P              | INPUT_CLK_TO_MX_RIGHT_P             
AR17 | LVDS3B_14n                           | IO27                                 | NC                                   | NC                                  
AT17 | LVDS3B_14p                           | IO28                                 | NC                                   | NC                                  
AY17 | LVDS3B_15n                           | IO29                                 | NC                                   | NC                                  
AW17 | LVDS3B_15p                           | IO30                                 | NC                                   | NC                                  
AV16 | LVDS3B_16n                           | IO31                                 | NC                                   | NC                                  
AW16 | LVDS3B_16p                           | IO32                                 | NC                                   | NC                                  
BC16 | LVDS3B_17n                           | IO33                                 | NC                                   | NC                                  
BB16 | LVDS3B_17p                           | IO34                                 | NC                                   | NC                                  
AY16 | LVDS3B_18n                           | IO35                                 | NC                                   | NC                                  
AY15 | LVDS3B_18p                           | IO36                                 | MX_TX_G1_F03_PRESENTL                | MX_TX_G1_F03_PRESENTL               
BE15 | LVDS3B_19n                           | IO37                                 | NC                                   | NC                                  
BF15 | LVDS3B_19p                           | IO38                                 | NC                                   | NC                                  
BA17 | LVDS3B_20n                           | IO39                                 | NC                                   | NC                                  
BB17 | LVDS3B_20p                           | IO40                                 | NC                                   | NC                                  
BG15 | LVDS3B_21n                           | IO41                                 | NC                                   | NC                                  
BG16 | LVDS3B_21p                           | IO42                                 | NC                                   | NC                                  
BD16 | LVDS3B_22n                           | IO43                                 | NC                                   | NC                                  
BE16 | LVDS3B_22p                           | IO44                                 | NC                                   | NC                                  
BJ16 | LVDS3B_23n                           | IO45                                 | MX_TX_RX_G1_SDA                      | MX_TX_RX_G1_SDA                     
BH16 | LVDS3B_23p                           | IO46                                 | NC                                   | NC                                  
BH14 | LVDS3B_24n                           | IO47                                 | NC                                   | NC                                  
BH15 | LVDS3B_24p                           | IO48                                 | NC                                   | NC                                  
AU20 | LVDS3A_1n                            | LVDS3A_1N                            | NC                                   | NC                                  
AV20 | LVDS3A_1p                            | LVDS3A_1P                            | MX_FPGA_TO_RTM_FPGA_GP               | MX_FPGA_TO_RTM_FPGA_GP              
AT20 | LVDS3A_2n                            | LVDS3A_2N                            | NC                                   | NC                                  
AR20 | LVDS3A_2p                            | LVDS3A_2P                            | MX_USER0                             | MX_USER0                            
AR19 | LVDS3A_3n                            | LVDS3A_3N                            | MX_USER1                             | MX_USER1                            
AT19 | LVDS3A_3p                            | LVDS3A_3P                            | MX_USER2                             | MX_USER2                            
AW19 | LVDS3A_4n                            | LVDS3A_4N                            | MX_USER3                             | MX_USER3                            
AV19 | LVDS3A_4p                            | LVDS3A_4P                            | NC                                   | NC                                  
AV18 | LVDS3A_5n                            | LVDS3A_5N                            | NC                                   | NC                                  
AW18 | LVDS3A_5p                            | LVDS3A_5P                            | NC                                   | NC                                  
AU18 | LVDS3A_6n                            | LVDS3A_6N                            | MX_BP1                               | MX_BP1                              
AT18 | LVDS3A_6p                            | LVDS3A_6P                            | MX_BP0                               | MX_BP0                              
BA20 | LVDS3A_7n                            | LVDS3A_7N                            | MX_GP_TEST_OUT                       | MX_GP_TEST_OUT                      
