Pin  | Xilinx pin name                      | Schematics pin name                  | Schematics net name                  | Schematics net name with index      
AG18 | VREFN                                | VREFN                                | GND_ADC_2                            | GND_ADC_2                           
AH29 | IO_L4N_T0U_N7_DBC_AD7N_46            | IO_L4N_T0U_N7_DBC_AD7N_46            | TRP_DDR_DQS_N                        | TRP_DDR_DQS_N<4>                    
AH28 | IO_L4P_T0U_N6_DBC_AD7P_46            | IO_L4P_T0U_N6_DBC_AD7P_46            | TRP_DDR_DQS_P                        | TRP_DDR_DQS_P<4>                    
AH25 | VCCINT_IO                            | VCCINT_IO                            | P0V95B                               | P0V95B                              
AH24 | GND                                  | GND                                  | GND                                  | GND                                 
AH27 | VCCAUX_IO                            | VCCAUX_IO                            | P1V8                                 | P1V8                                
AH26 | GND                                  | GND                                  | GND                                  | GND                                 
AH21 | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
AH20 | GND                                  | GND                                  | GND                                  | GND                                 
AH23 | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
AH22 | GND                                  | GND                                  | GND                                  | GND                                 
N12  | GND                                  | GND                                  | GND                                  | GND                                 
N13  | IO_L1N_T0L_N1_DBC_69                 | IO_L1N_T0L_N1_DBC_69                 | A2T_DN                               | A2T_DN<1>                           
N10  | GND                                  | GND                                  | GND                                  | GND                                 
N11  | MGTAVCC_RN                           | MGTAVCC_RN                           | P1V0B                                | P1V0B                               
N16  | IO_L6P_T0U_N10_AD6P_69               | IO_L6P_T0U_N10_AD6P_69               | A2T_DP                               | A2T_DP<0>                           
N17  | IO_L1P_T0L_N0_DBC_70                 | IO_L1P_T0L_N0_DBC_70                 | A2T_DP                               | A2T_DP<24>                          
N14  | IO_L2N_T0L_N3_69                     | IO_L2N_T0L_N3_69                     | A2T_DN                               | A2T_DN<6>                           
N15  | GND                                  | GND                                  | GND                                  | GND                                 
N18  | IO_L2N_T0L_N3_70                     | IO_L2N_T0L_N3_70                     | A2T_DN                               | A2T_DN<25>                          
N19  | IO_L4N_T0U_N7_DBC_AD7N_70            | IO_L4N_T0U_N7_DBC_AD7N_70            | A2T_DN                               | A2T_DN<38>                          
AR27 | IO_L17P_T2U_N8_AD10P_D14_65          | IO_L17P_T2U_N8_AD10P_D14_65          | NC                                   | NC                                  
AR26 | IO_T3U_N12_PERSTN0_65                | IO_T3U_N12_PERSTN0_65                | NC                                   | NC                                  
AR25 | IO_L16P_T2U_N6_QBC_AD3P_A00_D16_65   | IO_L16P_T2U_N6_QBC_AD3P_A00_D16_65   | NC                                   | NC                                  
AR24 | VCCO_84                              | VCCO_84                              | P2V5                                 | P2V5                                
AR23 | IO_L17P_T2U_N8_AD10P_84              | IO_L17P_T2U_N8_AD10P_84              | NC                                   | NC                                  
AR22 | IO_L16P_T2U_N6_QBC_AD3P_84           | IO_L16P_T2U_N6_QBC_AD3P_84           | NC                                   | NC                                  
AR21 | IO_T2U_N12_84                        | IO_T2U_N12_84                        | NC                                   | NC                                  
AR20 | IO_L18N_T2U_N11_AD2N_66              | IO_L18N_T2U_N11_AD2N_66              | Z2T_AXI_D                            | Z2T_AXI_D<12>                       
AR29 | GND                                  | GND                                  | GND                                  | GND                                 
AR28 | IO_L18P_T2U_N10_AD2P_D12_65          | IO_L18P_T2U_N10_AD2P_D12_65          | NC                                   | NC                                  
U19  | GND                                  | GND                                  | GND                                  | GND                                 
K2   | MGTHRXP3_231                         | MGTHRXP3_231                         | A2T_GT_N                             | A2T_GT_N<0>                         
K1   | MGTHRXN3_231                         | MGTHRXN3_231                         | A2T_GT_P                             | A2T_GT_P<0>                         
K7   | MGTHTXP3_231                         | MGTHTXP3_231                         | MPTX_P                               | MPTX_P<8>                           
K6   | MGTHTXN3_231                         | MGTHTXN3_231                         | MPTX_N                               | MPTX_N<8>                           
K5   | GND                                  | GND                                  | GND                                  | GND                                 
K4   | GND                                  | GND                                  | GND                                  | GND                                 
U11  | MGTVCCAUX_RN                         | MGTVCCAUX_RN                         | MGTVCCAUX                            | MGTVCCAUX                           
U10  | GND                                  | GND                                  | GND                                  | GND                                 
U13  | GND                                  | GND                                  | GND                                  | GND                                 
U12  | M1_0                                 | M1_0                                 | UNNAMED_1_RSMD0402_I7_A_2            | UNNAMED_1_RSMD0402_I7_A_2           
U15  | GND                                  | GND                                  | GND                                  | GND                                 
U14  | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
U17  | GND                                  | GND                                  | GND                                  | GND                                 
U16  | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
AG28 | VCCAUX_IO                            | VCCAUX_IO                            | P1V8                                 | P1V8                                
AA39 | MGTAVTT_LN                           | MGTAVTT_LN                           | P1V2B                                | P1V2B                               
AA38 | GND                                  | GND                                  | GND                                  | GND                                 
AA33 | IO_L19N_T3L_N1_DBC_AD9N_46           | IO_L19N_T3L_N1_DBC_AD9N_46           | NC                                   | NC                                  
AA32 | IO_L19P_T3L_N0_DBC_AD9P_46           | IO_L19P_T3L_N0_DBC_AD9P_46           | TRP_DDR_DM                           | TRP_DDR_DM<7>                       
AA31 | GND                                  | GND                                  | GND                                  | GND                                 
AA30 | VCCAUX                               | VCCAUX                               | P1V8                                 | P1V8                                
AA37 | MGTREFCLK1N_129                      | MGTREFCLK1N_129                      | NC                                   | NC                                  
AA36 | MGTREFCLK1P_129                      | MGTREFCLK1P_129                      | NC                                   | NC                                  
AA35 | GND                                  | GND                                  | GND                                  | GND                                 
AA34 | IO_L20P_T3L_N2_AD1P_46               | IO_L20P_T3L_N2_AD1P_46               | TRP_DDR_DQ                           | TRP_DDR_DQ<58>                      
BA6  | GND                                  | GND                                  | GND                                  | GND                                 
AU36 | MGTREFCLK1P_125                      | MGTREFCLK1P_125                      | NC                                   | NC                                  
AU35 | GND                                  | GND                                  | GND                                  | GND                                 
BA5  | MGTAVTTRCAL_RS                       | MGTAVTTRCAL_RS                       | P1V2B                                | P1V2B                               
AU33 | GND                                  | GND                                  | GND                                  | GND                                 
BA3  | GND                                  | GND                                  | GND                                  | GND                                 
AB27 | VCCAUX_IO                            | VCCAUX_IO                            | P1V8                                 | P1V8                                
AN4  | MGTHRXP0_226                         | MGTHRXP0_226                         | A2T_GT_P                             | A2T_GT_P<26>                        
AB25 | VCCINT_IO                            | VCCINT_IO                            | P0V95B                               | P0V95B                              
AB24 | GND                                  | GND                                  | GND                                  | GND                                 
AB23 | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
AB22 | GND                                  | GND                                  | GND                                  | GND                                 
AB21 | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
AB20 | GND                                  | GND                                  | GND                                  | GND                                 
BA1  | MGTHRXN1_224                         | MGTHRXN1_224                         | QSFP_RX_O_N                          | QSFP_RX_O_N<2>                      
AN6  | GND                                  | GND                                  | GND                                  | GND                                 
AB29 | VCCAUX                               | VCCAUX                               | P1V8                                 | P1V8                                
AB28 | GND                                  | GND                                  | GND                                  | GND                                 
T17  | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
AN1  | GND                                  | GND                                  | GND                                  | GND                                 
T25  | VCCINT_IO                            | VCCINT_IO                            | P0V95B                               | P0V95B                              
AN2  | GND                                  | GND                                  | GND                                  | GND                                 
T13  | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
AU39 | MGTAVTT_LS                           | MGTAVTT_LS                           | P1V2B                                | P1V2B                               
AG24 | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
AU38 | GND                                  | GND                                  | GND                                  | GND                                 
AN8  | MGTHTXN0_226                         | MGTHTXN0_226                         | NC                                   | NC                                  
T19  | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
D21  | IO_L20P_T3L_N2_AD1P_70               | IO_L20P_T3L_N2_AD1P_70               | A2T_DP                               | A2T_DP<40>                          
AG25 | GND                                  | GND                                  | GND                                  | GND                                 
D20  | IO_L20N_T3L_N3_AD1N_70               | IO_L20N_T3L_N3_AD1N_70               | A2T_DN                               | A2T_DN<40>                          
AH41 | GND                                  | GND                                  | GND                                  | GND                                 
T27  | IO_L2P_T0L_N2_51                     | IO_L2P_T0L_N2_51                     | C2T_DP                               | C2T_DP<15>                          
K28  | IO_L8N_T1L_N3_AD5N_51                | IO_L8N_T1L_N3_AD5N_51                | C2T_DN                               | C2T_DN<12>                          
AH40 | MGTAVTT_LS                           | MGTAVTT_LS                           | P1V2B                                | P1V2B                               
AC16 | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
K22  | IO_L8N_T1L_N3_AD5N_71                | IO_L8N_T1L_N3_AD5N_71                | A2T_DN                               | A2T_DN<59>                          
K23  | IO_L9N_T1L_N5_AD12N_71               | IO_L9N_T1L_N5_AD12N_71               | A2T_DN                               | A2T_DN<63>                          
K20  | IO_L9N_T1L_N5_AD12N_70               | IO_L9N_T1L_N5_AD12N_70               | A2T_DN                               | A2T_DN<26>                          
K21  | IO_T1U_N12_70                        | IO_T1U_N12_70                        | NC                                   | NC                                  
K26  | IO_L10P_T1U_N6_QBC_AD4P_51           | IO_L10P_T1U_N6_QBC_AD4P_51           | C2T_DP                               | C2T_DP<3>                           
K27  | IO_L10N_T1U_N7_QBC_AD4N_51           | IO_L10N_T1U_N7_QBC_AD4N_51           | C2T_DN                               | C2T_DN<3>                           
K24  | GND                                  | GND                                  | GND                                  | GND                                 
K25  | IO_L10P_T1U_N6_QBC_AD4P_71           | IO_L10P_T1U_N6_QBC_AD4P_71           | A2T_DP                               | A2T_DP<56>                          
Y39  | MGTYTXN1_129                         | MGTYTXN1_129                         | NC                                   | NC                                  
Y38  | MGTYTXP1_129                         | MGTYTXP1_129                         | NC                                   | NC                                  
AG22 | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
D27  | VCCO_51                              | VCCO_51                              | P1V8                                 | P1V8                                
Y33  | IO_L23N_T3U_N9_46                    | IO_L23N_T3U_N9_46                    | TRP_DDR_DQ                           | TRP_DDR_DQ<56>                      
Y32  | IO_L23P_T3U_N8_46                    | IO_L23P_T3U_N8_46                    | TRP_DDR_DQ                           | TRP_DDR_DQ<63>                      
Y31  | IO_L22N_T3U_N7_DBC_AD0N_46           | IO_L22N_T3U_N7_DBC_AD0N_46           | TRP_DDR_DQS_N                        | TRP_DDR_DQS_N<7>                    
Y30  | IO_L21N_T3L_N5_AD8N_46               | IO_L21N_T3L_N5_AD8N_46               | TRP_DDR_DQ                           | TRP_DDR_DQ<57>                      
Y37  | GND                                  | GND                                  | GND                                  | GND                                 
Y36  | MGTVCCAUX_LN                         | MGTVCCAUX_LN                         | MGTVCCAUX                            | MGTVCCAUX                           
Y35  | GND                                  | GND                                  | GND                                  | GND                                 
Y34  | GND                                  | GND                                  | GND                                  | GND                                 
B45  | GND                                  | GND                                  | GND                                  | GND                                 
B44  | GND                                  | GND                                  | GND                                  | GND                                 
B41  | GND                                  | GND                                  | GND                                  | GND                                 
B40  | IO_L9P_T1L_N4_AD12P_50               | IO_L9P_T1L_N4_AD12P_50               | C2T_DP                               | C2T_DP<51>                          
B43  | MGTRREF_LN                           | MGTRREF_LN                           | UNNAMED_3_RSMD0402_I70_A             | UNNAMED_3_RSMD0402_I70_A            
B42  | MGTAVTTRCAL_LN                       | MGTAVTTRCAL_LN                       | P1V2B                                | P1V2B                               
AC10 | GND                                  | GND                                  | GND                                  | GND                                 
AA5  | GND                                  | GND                                  | GND                                  | GND                                 
AA4  | MGTHRXP0_229                         | MGTHRXP0_229                         | A2T_GT_N                             | A2T_GT_N<11>                        
AA7  | GND                                  | GND                                  | GND                                  | GND                                 
AA6  | GND                                  | GND                                  | GND                                  | GND                                 
AA1  | GND                                  | GND                                  | GND                                  | GND                                 
AA3  | MGTHRXN0_229                         | MGTHRXN0_229                         | A2T_GT_P                             | A2T_GT_P<11>                        
AA2  | GND                                  | GND                                  | GND                                  | GND                                 
AA9  | MGTHTXP0_229                         | MGTHTXP0_229                         | MPTX_P                               | MPTX_P<2>                           
AA8  | MGTHTXN0_229                         | MGTHTXN0_229                         | MPTX_N                               | MPTX_N<2>                           
BE41 | GND                                  | GND                                  | GND                                  | GND                                 
BE40 | IO_L4N_T0U_N7_DBC_AD7N_45            | IO_L4N_T0U_N7_DBC_AD7N_45            | NC                                   | NC                                  
BE45 | GND                                  | GND                                  | GND                                  | GND                                 
BE44 | MGTAVTT_LS                           | MGTAVTT_LS                           | P1V2B                                | P1V2B                               
AG45 | MGTYRXP2_127                         | MGTYRXP2_127                         | C2T_GT_N                             | C2T_GT_N<10>                        
AG46 | MGTYRXN2_127                         | MGTYRXN2_127                         | C2T_GT_P                             | C2T_GT_P<10>                        
AG40 | MGTYTXP2_127                         | MGTYTXP2_127                         | NC                                   | NC                                  
N5   | GND                                  | GND                                  | GND                                  | GND                                 
AG42 | GND                                  | GND                                  | GND                                  | GND                                 
N7   | MGTAVTT_RN                           | MGTAVTT_RN                           | P1V2B                                | P1V2B                               
AW28 | IO_L12P_T1U_N10_GC_A08_D24_65        | IO_L12P_T1U_N10_GC_A08_D24_65        | CDR_CLK160_P                         | CDR_CLK160_P                        
AW29 | IO_L13P_T2L_N0_GC_QBC_44             | IO_L13P_T2L_N0_GC_QBC_44             | TRP_DDR_DM                           | TRP_DDR_DM<2>                       
AW26 | IO_L13N_T2L_N1_GC_QBC_A07_D23_65     | IO_L13N_T2L_N1_GC_QBC_A07_D23_65     | TTCPON_CLK_N                         | TTCPON_CLK_N                        
AW27 | GND                                  | GND                                  | GND                                  | GND                                 
AW24 | IO_L14N_T2L_N3_GC_84                 | IO_L14N_T2L_N3_GC_84                 | TTC_CLK_N                            | TTC_CLK_N<2>                        
AW25 | IO_L10P_T1U_N6_QBC_AD4P_A12_D28_65   | IO_L10P_T1U_N6_QBC_AD4P_A12_D28_65   | ZYQ_TRP                              | ZYQ_TRP<3>                          
AW22 | VCCO_84                              | VCCO_84                              | P2V5                                 | P2V5                                
AW23 | IO_L13N_T2L_N1_GC_QBC_84             | IO_L13N_T2L_N1_GC_QBC_84             | CDR_CLK40_COPY_N                     | CDR_CLK40_COPY_N                    
AW20 | IO_L9P_T1L_N4_AD12P_66               | IO_L9P_T1L_N4_AD12P_66               | T2Z_AXI_D                            | T2Z_AXI_D<5>                        
AW21 | IO_L10N_T1U_N7_QBC_AD4N_66           | IO_L10N_T1U_N7_QBC_AD4N_66           | T2Z_AXI_D                            | T2Z_AXI_D<2>                        
AL6  | MGTAVTT_RS                           | MGTAVTT_RS                           | P1V2B                                | P1V2B                               
AK40 | GND                                  | GND                                  | GND                                  | GND                                 
AP38 | MGTYTXP3_125                         | MGTYTXP3_125                         | NC                                   | NC                                  
AP39 | MGTYTXN3_125                         | MGTYTXN3_125                         | NC                                   | NC                                  
AK41 | MGTAVTT_LS                           | MGTAVTT_LS                           | P1V2B                                | P1V2B                               
AP32 | GND                                  | GND                                  | GND                                  | GND                                 
AP33 | IO_L20P_T3L_N2_AD1P_45               | IO_L20P_T3L_N2_AD1P_45               | TRP_DDR_A                            | TRP_DDR_A<8>                        
AP30 | IO_L20P_T3L_N2_AD1P_44               | IO_L20P_T3L_N2_AD1P_44               | TRP_DDR_DQ                           | TRP_DDR_DQ<30>                      
AP31 | IO_L19P_T3L_N0_DBC_AD9P_44           | IO_L19P_T3L_N0_DBC_AD9P_44           | TRP_DDR_DM                           | TRP_DDR_DM<3>                       
AP36 | GND                                  | GND                                  | GND                                  | GND                                 
AK42 | GND                                  | GND                                  | GND                                  | GND                                 
AP34 | IO_L21N_T3L_N5_AD8N_45               | IO_L21N_T3L_N5_AD8N_45               | TRP_DDR_ACT*                         | TRP_DDR_ACT*                        
AP35 | GND                                  | GND                                  | GND                                  | GND                                 
AN15 | GND                                  | GND                                  | GND                                  | GND                                 
AN12 | GND                                  | GND                                  | GND                                  | GND                                 
AL7  | GND                                  | GND                                  | GND                                  | GND                                 
AK45 | GND                                  | GND                                  | GND                                  | GND                                 
P2   | MGTHRXP3_230                         | MGTHRXP3_230                         | A2T_GT_N                             | A2T_GT_N<4>                         
P3   | GND                                  | GND                                  | GND                                  | GND                                 
E40  | IO_L7P_T1L_N0_QBC_AD13P_50           | IO_L7P_T1L_N0_QBC_AD13P_50           | C2T_DP                               | C2T_DP<53>                          
E41  | GND                                  | GND                                  | GND                                  | GND                                 
E46  | GND                                  | GND                                  | GND                                  | GND                                 
P7   | MGTHTXP3_230                         | MGTHTXP3_230                         | MPTX_P                               | MPTX_P<7>                           
E44  | GND                                  | GND                                  | GND                                  | GND                                 
P5   | GND                                  | GND                                  | GND                                  | GND                                 
AJ34 | IO_L7N_T1L_N1_QBC_AD13N_46           | IO_L7N_T1L_N1_QBC_AD13N_46           | NC                                   | NC                                  
AG27 | GND                                  | GND                                  | GND                                  | GND                                 
P8   | GND                                  | GND                                  | GND                                  | GND                                 
AJ37 | MGTREFCLK1N_127                      | MGTREFCLK1N_127                      | NC                                   | NC                                  
AJ30 | IO_L3N_T0L_N5_AD15N_46               | IO_L3N_T0L_N5_AD15N_46               | TRP_DDR_DQ                           | TRP_DDR_DQ<38>                      
AJ31 | IO_L6P_T0U_N10_AD6P_46               | IO_L6P_T0U_N10_AD6P_46               | TRP_DDR_DQ                           | TRP_DDR_DQ<32>                      
AG20 | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
AJ33 | IO_L8N_T1L_N3_AD5N_46                | IO_L8N_T1L_N3_AD5N_46                | TRP_DDR_DQ                           | TRP_DDR_DQ<44>                      
AY40 | MGTAVCC_LS                           | MGTAVCC_LS                           | P1V0B                                | P1V0B                               
BF17 | IO_L1N_T0L_N1_DBC_66                 | IO_L1N_T0L_N1_DBC_66                 | T2Z_AXI_D                            | T2Z_AXI_D<20>                       
BF16 | GND                                  | GND                                  | GND                                  | GND                                 
BF15 | IO_L2N_T0L_N3_67                     | IO_L2N_T0L_N3_67                     | VHDCI_DATA_OUT_N                     | VHDCI_DATA_OUT_N<29>                
BF14 | IO_L1P_T0L_N0_DBC_67                 | IO_L1P_T0L_N0_DBC_67                 | VHDCI_DATA_OUT_P                     | VHDCI_DATA_OUT_P<26>                
BF13 | IO_L1N_T0L_N1_DBC_67                 | IO_L1N_T0L_N1_DBC_67                 | VHDCI_DATA_OUT_N                     | VHDCI_DATA_OUT_N<26>                
BF12 | IO_L5N_T0U_N9_AD14N_68               | IO_L5N_T0U_N9_AD14N_68               | VHDCI_DATA_OUT_N                     | VHDCI_DATA_OUT_N<27>                
BF11 | VCCO_68                              | VCCO_68                              | P1V8                                 | P1V8                                
BF10 | IO_L3P_T0L_N4_AD15P_68               | IO_L3P_T0L_N4_AD15P_68               | VHDCI_DATA_OUT_P                     | VHDCI_DATA_OUT_P<25>                
BF19 | IO_L2P_T0L_N2_66                     | IO_L2P_T0L_N2_66                     | T2Z_AXI_D                            | T2Z_AXI_D<19>                       
BF18 | IO_L2N_T0L_N3_66                     | IO_L2N_T0L_N3_66                     | T2Z_AXI_D                            | T2Z_AXI_D<18>                       
P41  | MGTAVTT_LN                           | MGTAVTT_LN                           | P1V2B                                | P1V2B                               
AY41 | GND                                  | GND                                  | GND                                  | GND                                 
AN19 | IO_L20P_T3L_N2_AD1P_66               | IO_L20P_T3L_N2_AD1P_66               | Z2T_AXI_D                            | Z2T_AXI_D<9>                        
D14  | IO_T2U_N12_69                        | IO_T2U_N12_69                        | NC                                   | NC                                  
D15  | IO_L17N_T2U_N9_AD10N_69              | IO_L17N_T2U_N9_AD10N_69              | A2T_DN                               | A2T_DN<9>                           
D16  | IO_L18N_T2U_N11_AD2N_69              | IO_L18N_T2U_N11_AD2N_69              | A2T_DN                               | A2T_DN<14>                          
D17  | VCCO_70                              | VCCO_70                              | P1V8                                 | P1V8                                
D12  | GND                                  | GND                                  | GND                                  | GND                                 
D13  | IO_L19P_T3L_N0_DBC_AD9P_69           | IO_L19P_T3L_N0_DBC_AD9P_69           | A2T_DP                               | A2T_DP<17>                          
D18  | IO_L22P_T3U_N6_DBC_AD0P_70           | IO_L22P_T3U_N6_DBC_AD0P_70           | A2T_DP                               | A2T_DP<45>                          
D19  | IO_L19P_T3L_N0_DBC_AD9P_70           | IO_L19P_T3L_N0_DBC_AD9P_70           | A2T_DP                               | A2T_DP<29>                          
AY46 | GND                                  | GND                                  | GND                                  | GND                                 
V23  | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
V22  | GND                                  | GND                                  | GND                                  | GND                                 
V21  | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
V20  | GND                                  | GND                                  | GND                                  | GND                                 
V27  | VCCAUX_IO                            | VCCAUX_IO                            | P1V8                                 | P1V8                                
V26  | GND                                  | GND                                  | GND                                  | GND                                 
V25  | VCCINT_IO                            | VCCINT_IO                            | P0V95B                               | P0V95B                              
V24  | GND                                  | GND                                  | GND                                  | GND                                 
V29  | VCCAUX                               | VCCAUX                               | P1V8                                 | P1V8                                
V28  | GND                                  | GND                                  | GND                                  | GND                                 
AR12 | GND                                  | GND                                  | GND                                  | GND                                 
AR13 | IO_L22N_T3U_N7_DBC_AD0N_67           | IO_L22N_T3U_N7_DBC_AD0N_67           | VHDCI_DATA_OUT_N                     | VHDCI_DATA_OUT_N<5>                 
AR10 | MGTAVCC_RS                           | MGTAVCC_RS                           | P1V0B                                | P1V0B                               
AR11 | GND                                  | GND                                  | GND                                  | GND                                 
AR16 | IO_L19P_T3L_N0_DBC_AD9P_67           | IO_L19P_T3L_N0_DBC_AD9P_67           | VHDCI_DATA_OUT_P                     | VHDCI_DATA_OUT_P<4>                 
AR17 | IO_L16P_T2U_N6_QBC_AD3P_66           | IO_L16P_T2U_N6_QBC_AD3P_66           | Z2T_AXI_D                            | Z2T_AXI_D<17>                       
AR14 | VCCO_67                              | VCCO_67                              | P1V8                                 | P1V8                                
AR15 | IO_L19N_T3L_N1_DBC_AD9N_67           | IO_L19N_T3L_N1_DBC_AD9N_67           | VHDCI_DATA_OUT_N                     | VHDCI_DATA_OUT_N<4>                 
R38  | MGTAVCC_LN                           | MGTAVCC_LN                           | P1V0B                                | P1V0B                               
AR18 | IO_L17N_T2U_N9_AD10N_66              | IO_L17N_T2U_N9_AD10N_66              | Z2T_AXI_D                            | Z2T_AXI_D<14>                       
AR19 | GND                                  | GND                                  | GND                                  | GND                                 
BF6  | GND                                  | GND                                  | GND                                  | GND                                 
BF9  | IO_L3N_T0L_N5_AD15N_68               | IO_L3N_T0L_N5_AD15N_68               | VHDCI_DATA_OUT_N                     | VHDCI_DATA_OUT_N<25>                
BF8  | IO_L2N_T0L_N3_68                     | IO_L2N_T0L_N3_68                     | VHDCI_DATA_OUT_N                     | VHDCI_DATA_OUT_N<24>                
AD46 | GND                                  | GND                                  | GND                                  | GND                                 
AD45 | GND                                  | GND                                  | GND                                  | GND                                 
AA12 | PUDC_B_0                             | PUDC_B_0                             | PUDC*_2                              | PUDC*_2                             
AD43 | MGTYRXP1_128                         | MGTYRXP1_128                         | C2T_GT_N                             | C2T_GT_N<13>                        
AA14 | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
AY20 | IO_L9N_T1L_N5_AD12N_66               | IO_L9N_T1L_N5_AD12N_66               | T2Z_AXI_D                            | T2Z_AXI_D<4>                        
AY21 | VREF_94                              | VREF_94                              | NC                                   | NC                                  
AY22 | IO_L11P_T1U_N8_GC_94                 | IO_L11P_T1U_N8_GC_94                 | NC                                   | NC                                  
AR3  | MGTHRXN2_225                         | MGTHRXN2_225                         | A2T_GT_N                             | A2T_GT_N<27>                        
AR4  | MGTHRXP2_225                         | MGTHRXP2_225                         | A2T_GT_P                             | A2T_GT_P<27>                        
AY25 | IO_L10N_T1U_N7_QBC_AD4N_A13_D29_65   | IO_L10N_T1U_N7_QBC_AD4N_A13_D29_65   | TRP_MPA                              | TRP_MPA<5>                          
AY26 | IO_L11P_T1U_N8_GC_A10_D26_65         | IO_L11P_T1U_N8_GC_A10_D26_65         | CDR_DATAOUT_P                        | CDR_DATAOUT_P                       
AY27 | IO_L11N_T1U_N9_GC_A11_D27_65         | IO_L11N_T1U_N9_GC_A11_D27_65         | CDR_DATAOUT_N                        | CDR_DATAOUT_N                       
AR8  | MGTHTXN2_225                         | MGTHTXN2_225                         | NC                                   | NC                                  
AR9  | MGTHTXP2_225                         | MGTHTXP2_225                         | NC                                   | NC                                  
AA16 | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
BA32 | IO_L10P_T1U_N6_QBC_AD4P_44           | IO_L10P_T1U_N6_QBC_AD4P_44           | TRP_DDR_DQS_P                        | TRP_DDR_DQS_P<1>                    
AB12 | GND                                  | GND                                  | GND                                  | GND                                 
AB13 | VCCBRAM                              | VCCBRAM                              | P0V95B                               | P0V95B                              
AB10 | MGTREFCLK1N_228                      | MGTREFCLK1N_228                      | NC                                   | NC                                  
AB11 | MGTREFCLK1P_228                      | MGTREFCLK1P_228                      | NC                                   | NC                                  
AB16 | GND                                  | GND                                  | GND                                  | GND                                 
AB17 | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
AB14 | GND                                  | GND                                  | GND                                  | GND                                 
AB15 | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
AB18 | GND                                  | GND                                  | GND                                  | GND                                 
AB19 | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
BA33 | IO_L15N_T2L_N5_AD11N_45              | IO_L15N_T2L_N5_AD11N_45              | TRP_DDR_A                            | TRP_DDR_A<7>                        
AN35 | GND                                  | GND                                  | GND                                  | GND                                 
Y28  | GND                                  | GND                                  | GND                                  | GND                                 
Y29  | VCCAUX                               | VCCAUX                               | P1V8                                 | P1V8                                
Y20  | GND                                  | GND                                  | GND                                  | GND                                 
Y21  | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
Y22  | GND                                  | GND                                  | GND                                  | GND                                 
Y23  | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
Y24  | GND                                  | GND                                  | GND                                  | GND                                 
Y25  | VCCINT_IO                            | VCCINT_IO                            | P0V95B                               | P0V95B                              
Y26  | GND                                  | GND                                  | GND                                  | GND                                 
Y27  | VCCAUX_IO                            | VCCAUX_IO                            | P1V8                                 | P1V8                                
BB28 | GND                                  | GND                                  | GND                                  | GND                                 
K14  | GND                                  | GND                                  | GND                                  | GND                                 
K19  | VCCO_70                              | VCCO_70                              | P1V8                                 | P1V8                                
K18  | IO_L11P_T1U_N8_GC_70                 | IO_L11P_T1U_N8_GC_70                 | A2T_DP                               | A2T_DP<37>                          
AL16 | VCCO_66                              | VCCO_66                              | P1V8                                 | P1V8                                
W18  | VCCINT                               | VCCINT                               | P0V95B                               | P0V95B                              
B4   | GND                                  | GND                                  | GND                                  | GND                                 
AL18 | VREF_66                              | VREF_66                              | UNNAMED_9_RSMD0402_I75_B             | UNNAMED_9_RSMD0402_I75_B            
B6   | GND                                  | GND                                  | GND                                  | GND                                 
B7   | GND                                  | GND                                  | GND                                  | GND                                 
B2   | GND                                  | GND                                  | GND                                  | GND                                 
B3   | MGTAVTT_RN                           | MGTAVTT_RN                           | P1V2B                                | P1V2B                               
