Pin  | Pinout file pin name                 | Schematics pin name                  | Schematics net name                  | Schematics net name with index      
AW26 | IO_L7N_T1L_N1_QBC_AD13N_67           | IO_L7N_T1L_N1_QBC_AD13N_67           | A2C_DN                               | A2C_DN<43>                          
AV26 | IO_L7P_T1L_N0_QBC_AD13P_67           | IO_L7P_T1L_N0_QBC_AD13P_67           | A2C_DP                               | A2C_DP<43>                          
AW30 | IO_T1U_N12_67                        | IO_T1U_N12_67                        | NC                                   | NC                                  
AP31 | IO_T0U_N12_VRP_67                    | IO_T0U_N12_VRP_67                    | NC                                   | NC                                  
AP30 | IO_L6N_T0U_N11_AD6N_67               | IO_L6N_T0U_N11_AD6N_67               | A2C_DN                               | A2C_DN<23>                          
AN30 | IO_L6P_T0U_N10_AD6P_67               | IO_L6P_T0U_N10_AD6P_67               | A2C_DP                               | A2C_DP<23>                          
AR28 | IO_L5N_T0U_N9_AD14N_67               | IO_L5N_T0U_N9_AD14N_67               | A2C_DN                               | A2C_DN<33>                          
AR27 | IO_L5P_T0U_N8_AD14P_67               | IO_L5P_T0U_N8_AD14P_67               | A2C_DP                               | A2C_DP<33>                          
AR30 | IO_L4N_T0U_N7_DBC_AD7N_67            | IO_L4N_T0U_N7_DBC_AD7N_67            | A2C_DN                               | A2C_DN<31>                          
AR29 | IO_L4P_T0U_N6_DBC_AD7P_67            | IO_L4P_T0U_N6_DBC_AD7P_67            | A2C_DP                               | A2C_DP<31>                          
AN29 | IO_L3N_T0L_N5_AD15N_67               | IO_L3N_T0L_N5_AD15N_67               | A2C_DN                               | A2C_DN<24>                          
AM29 | IO_L3P_T0L_N4_AD15P_67               | IO_L3P_T0L_N4_AD15P_67               | A2C_DP                               | A2C_DP<24>                          
AN31 | IO_L2N_T0L_N3_67                     | IO_L2N_T0L_N3_67                     | A2C_DN                               | A2C_DN<26>                          
AM31 | IO_L2P_T0L_N2_67                     | IO_L2P_T0L_N2_67                     | A2C_DP                               | A2C_DP<26>                          
AP28 | IO_L1N_T0L_N1_DBC_67                 | IO_L1N_T0L_N1_DBC_67                 | A2C_DN                               | A2C_DN<40>                          
AN28 | IO_L1P_T0L_N0_DBC_67                 | IO_L1P_T0L_N0_DBC_67                 | A2C_DP                               | A2C_DP<40>                          
AM28 | VREF_67                              | VREF_67                              | NC                                   | NC                                  
BF24 | IO_L24N_T3U_N11_66                   | IO_L24N_T3U_N11_66                   | C2A_DN                               | C2A_DN<39>                          
BE24 | IO_L24P_T3U_N10_66                   | IO_L24P_T3U_N10_66                   | C2A_DP                               | C2A_DP<39>                          
BE23 | IO_L23N_T3U_N9_66                    | IO_L23N_T3U_N9_66                    | C2A_DN                               | C2A_DN<44>                          
BD23 | IO_L23P_T3U_N8_66                    | IO_L23P_T3U_N8_66                    | C2A_DP                               | C2A_DP<44>                          
BF22 | IO_L22N_T3U_N7_DBC_AD0N_66           | IO_L22N_T3U_N7_DBC_AD0N_66           | C2A_DN                               | C2A_DN<27>                          
BF21 | IO_L22P_T3U_N6_DBC_AD0P_66           | IO_L22P_T3U_N6_DBC_AD0P_66           | C2A_DP                               | C2A_DP<27>                          
BC24 | IO_L21N_T3L_N5_AD8N_66               | IO_L21N_T3L_N5_AD8N_66               | C2A_DN                               | C2A_DN<38>                          
BB24 | IO_L21P_T3L_N4_AD8P_66               | IO_L21P_T3L_N4_AD8P_66               | C2A_DP                               | C2A_DP<38>                          
BE22 | IO_L20N_T3L_N3_AD1N_66               | IO_L20N_T3L_N3_AD1N_66               | C2A_DN                               | C2A_DN<46>                          
BD22 | IO_L20P_T3L_N2_AD1P_66               | IO_L20P_T3L_N2_AD1P_66               | C2A_DP                               | C2A_DP<46>                          
BC23 | IO_L19N_T3L_N1_DBC_AD9N_66           | IO_L19N_T3L_N1_DBC_AD9N_66           | C2A_DN                               | C2A_DN<42>                          
